PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2015,8971,Hasta La Vista Baby,Fundacion Del Cine,Estudiantes,14/11/2015,14/11/2015,SAN JUAN AV. 251,SAN JUAN AV.,251,SAN TELMO,COMUNA 1,1147,C1147AAA,"-5,836,916,575","-3,462,163,617"
2013,8972,Aquarius,Clasica Productora Sa,Fotografía,24/6/2013,24/06/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2013,8973,Beldent,Cooperativa De Trabajo Procine Productora Cinematografica Argentina Limitada,Cine Publicitario,1/10/2013,01/10/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8974,Clarin,Carnero Lorena Paola,Cine Publicitario,7/6/2015,07/06/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2013,8975,Honda Accord,Wtf Advertising Sa,Fotografía,30/9/2013,30/09/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2013,8976,Intacta,Bliss Films Srl,Cine Publicitario,15/8/2013,15/08/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8977,"Mi Mundo, Mis Reglas",Akerman Stephen Arnold,Cine Publicitario,13/5/2015,13/05/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8978,Sin Hijos,Patagonik Film Group S.A.,Largometraje Con I.N.C.A.A.,12/2/2015,12/02/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8979,Sin Hijos,Patagonik Film Group S.A.,Largometraje Con I.N.C.A.A.,16/2/2015,16/02/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2013,8980,Somelier Ii,23 S.A.,Cine Publicitario,13/2/2013,13/02/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8981,Tresemme,Poster Pagsa Srl,Cine Publicitario,19/9/2015,19/09/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8982,Esike,Primo Audiovisual S.R.L.,Cine Publicitario,21/10/2015,21/10/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8983,Dispuesto A Todo,Kocawa Srl,Cortometraje,17/11/2015,17/11/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8984,Ploom,Primo Audiovisual S.R.L.,Cine Publicitario,3/12/2015,03/12/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2015,8985,Ploom,Primo Audiovisual S.R.L.,Cine Publicitario,5/12/2015,05/12/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,022,412","-346,218,644"
2013,8986,Berocca,Metropolis Films Sa,Cine Publicitario,8/3/2013,08/03/2013,SAN JUAN AV. 340,SAN JUAN AV.,340,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,044,873","-3,462,187,538"
2012,8987,Sola Contigo,Aguirrefilms Srl,Largometraje Con I.N.C.A.A.,27/11/2012,27/11/2012,SAN JUAN AV. 350,SAN JUAN AV.,350,SAN TELMO,COMUNA 1,1147,C1147AAO,"-5,837,072,609","-3,462,188,893"
2012,8988,La Mujer De La Foto,Fundacion Del Cine,Estudiantes,7/12/2012,07/12/2012,SAN JUAN AV. 387,SAN JUAN AV.,387,SAN TELMO,COMUNA 1,1147,C1147AAB,"-5,837,114,138","-3,462,173,344"
2015,8989,La Venganza,Zarlek Producciones Sa,Largometraje Nacional,22/5/2015,22/05/2015,SAN JUAN AV. 502,SAN JUAN AV.,502,SAN TELMO,COMUNA 1,1147,C1147AAQ,"-5,837,298,619","-3,462,197,658"
2014,8990,Puntos Verdes,Rozca S.A.,Cine Publicitario,3/10/2014,03/10/2014,SAN JUAN AV. 601,SAN JUAN AV.,601,SAN TELMO,COMUNA 1,1147,C1147AAE,"-583,743,855","-3,462,186,161"
2013,8991,Halls,Awards Cine Srl,Cine Publicitario,11/5/2013,11/05/2013,SAN JUAN AV. 701,SAN JUAN AV.,701,SAN TELMO,COMUNA 1,1147,C1147AAF,"-5,837,585,082","-3,462,191,754"
2015,8992,Quisiera,48m2 S.A.,Cine Publicitario,1/8/2015,01/08/2015,SAN JUAN AV. 701,SAN JUAN AV.,701,SAN TELMO,COMUNA 1,1147,C1147AAF,"-5,837,585,082","-3,462,191,754"
2014,8993,Sedal,Huinca Cine Sa,Cine Publicitario,21/9/2014,21/09/2014,SAN JUAN AV. 701,SAN JUAN AV.,701,SAN TELMO,COMUNA 1,1147,C1147AAF,"-5,837,585,082","-3,462,191,754"
2014,8994,Red Social,Rebolucion S.A.,Cine Publicitario,31/7/2014,31/07/2014,SAN JUAN BAUTISTA DE LA SALLE AV. 2201,SAN JUAN BAUTISTA DE LA SALLE AV.,2201,PARQUE AVELLANEDA,COMUNA 9,1407,C1407JCK,"-584,754,148","-3,465,496,623"
2014,8995,Red Social,Rebolucion S.A.,Cine Publicitario,6/8/2014,06/08/2014,SAN JUAN BAUTISTA DE LA SALLE AV. 2201,SAN JUAN BAUTISTA DE LA SALLE AV.,2201,PARQUE AVELLANEDA,COMUNA 9,1407,C1407JCK,"-584,754,148","-3,465,496,623"
2012,8996,Orange,Rozca S.A.,Cine Publicitario,14/1/2012,14/01/2012,SAN LORENZO 201,SAN LORENZO,201,SAN TELMO,COMUNA 1,1064,C1064AFA,"-5,836,957,912","-3,461,653,902"
2015,8997,Chevy,Labhouse S.A.,Cine Publicitario,11/3/2015,11/03/2015,SAN LORENZO 250,SAN LORENZO,250,SAN TELMO,COMUNA 1,1064,C1064AFB,"-5,836,978,212","-3,461,661,604"
2014,8998,Bauness,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Estudiantes,5/4/2014,05/04/2014,SAN LORENZO 300,SAN LORENZO,300,SAN TELMO,COMUNA 1,1064,C1064AFB,"-5,837,025,619","-3,461,659,931"
2011,8999,El Linyera,Fundacion Novum,Estudiantes,13/3/2011,13/03/2011,SAN LORENZO 300,SAN LORENZO,300,SAN TELMO,COMUNA 1,1064,C1064AFB,"-5,837,025,619","-3,461,659,931"
2015,9643,Mis Noches Sin Ti,Valga Srl,Programa Televisivo,16/4/2015,16/04/2015,SUPERI 1949,SUPERI,1949,BELGRANO,COMUNA 13,1430,C1430FDC,"-5,846,528,703","-3,456,924,194"
2013,9001,Celofan,Labhouse S.A.,Video Clip,21/9/2013,21/09/2013,TUCUMAN 1201,TUCUMAN,1201,SAN NICOLÁS,COMUNA 1,1049,C1049AAY,"-5,838,398,492","-3,460,134,075"
2011,9002,Cualquiera,Fundacion Novum,Estudiantes,17/12/2011,17/12/2011,SAN LORENZO 301,SAN LORENZO,301,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,039,164","-3,461,657,381"
2014,9003,Puntos Verdes,Rozca S.A.,Cine Publicitario,3/10/2014,03/10/2014,SAN LORENZO 301,SAN LORENZO,301,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,039,164","-3,461,657,381"
2012,9004,Skate,Fundacion Novum,Estudiantes,16/6/2012,16/06/2012,SAN LORENZO 301,SAN LORENZO,301,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,039,164","-3,461,657,381"
2012,9005,Bares,23 S.A.,Cine Publicitario,12/1/2012,12/01/2012,SAN LORENZO 302,SAN LORENZO,302,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,025,564","-3,461,662,991"
2015,9644,Mis Noches Sin Ti,Valga Srl,Programa Televisivo,21/4/2015,21/04/2015,SUPERI 1949,SUPERI,1949,BELGRANO,COMUNA 13,1430,C1430FDC,"-5,846,528,703","-3,456,924,194"
2012,9007,Los Rulos De Lula,Gonzalo Santiso,Largometraje Con I.N.C.A.A.,23/8/2012,23/08/2012,SAN LORENZO 319,SAN LORENZO,319,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,059,654","-3,461,658,157"
2012,9008,Los Rulos De Lula,Gonzalo Santiso,Largometraje Con I.N.C.A.A.,28/8/2012,28/08/2012,SAN LORENZO 319,SAN LORENZO,319,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,059,654","-3,461,658,157"
2011,9009,Cligth Ciudad,Rebolucion S.A.,Cine Publicitario,28/5/2011,28/05/2011,SAN LORENZO 324,SAN LORENZO,324,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,044,916","-3,461,663,723"
2012,9010,Días De Feria,Fundacion Del Cine,Estudiantes,23/9/2012,23/09/2012,SAN LORENZO 330,SAN LORENZO,330,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,058,876","-3,461,664,252"
2012,9011,Todos Los Muchachos,Fundacion Del Cine,Estudiantes,24/5/2012,24/05/2012,SAN LORENZO 330,SAN LORENZO,330,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,058,876","-3,461,664,252"
2012,9012,Viã‘eta Pendiente,Fundacion Del Cine,Estudiantes,13/9/2012,13/09/2012,SAN LORENZO 330,SAN LORENZO,330,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,058,876","-3,461,664,252"
2011,9013,C.A.E.M.,Huinca Cine Sa,Cine Publicitario,26/12/2011,26/12/2011,SAN LORENZO 333,SAN LORENZO,333,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,075,208","-3,461,658,745"
2012,9014,C.A.E.M.,Huinca Cine Sa,Cine Publicitario,27/1/2012,27/01/2012,SAN LORENZO 333,SAN LORENZO,333,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,075,208","-3,461,658,745"
2011,9015,Tylenol,Goodgate Sa,Cine Publicitario,15/12/2011,15/12/2011,SAN LORENZO 335,SAN LORENZO,335,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,075,208","-3,461,658,745"
2014,9016,Baileys,Primo Audiovisual S.R.L.,Cine Publicitario,10/10/2014,10/10/2014,SAN LORENZO 345,SAN LORENZO,345,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,084,354","-3,461,659,092"
2012,9017,Ford Fiesta,Sergio Teubal,Cine Publicitario,3/11/2012,03/11/2012,SAN LORENZO 345,SAN LORENZO,345,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,084,354","-3,461,659,092"
2015,9018,Athleta,Películas Cortitas Sa,Fotografía,28/7/2015,28/07/2015,SAN LORENZO 350,SAN LORENZO,350,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,086,213","-3,461,665,286"
2012,9019,Inventos Argentinos Marca Registrada,El Oso Producciones Srl,Otros,28/6/2012,28/06/2012,SAN LORENZO 350,SAN LORENZO,350,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,086,213","-3,461,665,286"
2012,9020,Now Is Moment,Labhouse S.A.,Cine Publicitario,21/2/2012,21/02/2012,SAN LORENZO 350,SAN LORENZO,350,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,086,213","-3,461,665,286"
2012,9021,Tk Maxx 2,Labhouse S.A.,Cine Publicitario,3/3/2012,03/03/2012,SAN LORENZO 350,SAN LORENZO,350,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,086,213","-3,461,665,286"
2015,9022,Toyota Alphard,Nunchaku Cine Srl,Cine Publicitario,18/3/2015,18/03/2015,SAN LORENZO 350,SAN LORENZO,350,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,086,213","-3,461,665,286"
2014,9023,Ripley,Huinca Cine Sa,Cine Publicitario,6/3/2014,06/03/2014,SAN LORENZO 355,SAN LORENZO,355,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,096,716","-346,165,956"
2012,9024,Tesis Sobre Un Homicidio,Bdcine Srl,Largometraje Nacional,6/5/2012,06/05/2012,SAN LORENZO 358,SAN LORENZO,358,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,091,371","-3,461,665,482"
2012,9025,Tesis Sobre Un Homicidio,Bdcine Srl,Largometraje Nacional,6/5/2012,06/05/2012,SAN LORENZO 358,SAN LORENZO,358,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,091,371","-3,461,665,482"
2015,9026,Exterior Noche,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Estudiantes,30/9/2015,30/09/2015,SAN LORENZO 400,SAN LORENZO,400,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,147,589","-3,461,667,609"
2014,9027,Bauness,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Estudiantes,31/3/2014,31/03/2014,SAN LUIS 3101,SAN LUIS,3101,BALVANERA,COMUNA 3,1186,C1186ACI,"-5,840,884,915","-3,459,944,715"
2013,9028,Corazon De Leon,Aleph Media Sa,Largometraje Con I.N.C.A.A.,15/3/2013,15/03/2013,SAN MARTIN 1,SAN MARTIN,1,SAN NICOLÁS,COMUNA 1,1004,C1004AAA,"-5,837,354,377","-3,460,784,128"
2012,9029,Quilmes,Cooperativa De Trabajo Procine Productora Cinematografica Argentina Limitada,Cine Publicitario,15/12/2012,15/12/2012,SAN MARTIN 1,SAN MARTIN,1,SAN NICOLÁS,COMUNA 1,1004,C1004AAA,"-5,837,354,377","-3,460,784,128"
2012,9030,Converse,Primo Audiovisual S.R.L.,Cine Publicitario,13/5/2012,13/05/2012,SAN MARTIN 10,SAN MARTIN,10,SAN NICOLÁS,COMUNA 1,1004,C1004AAB,"-5,837,364,714","-3,460,752,042"
2014,9031,Dr Pepper,Rebolucion S.A.,Cine Publicitario,21/11/2014,21/11/2014,SAN MARTIN 10,SAN MARTIN,10,SAN NICOLÁS,COMUNA 1,1004,C1004AAB,"-5,837,364,714","-3,460,752,042"
2014,9032,Personal - Campania Mundial,Landia S.R.L.,Cine Publicitario,26/4/2014,26/04/2014,SAN MARTIN 100,SAN MARTIN,100,SAN NICOLÁS,COMUNA 1,1004,C1004AAB,"-5,837,369,129","-3,460,686,153"
2013,9033,Sprite,Brite Productions Latin América Srl,Cine Publicitario,23/9/2013,23/09/2013,SAN MARTIN 1010,SAN MARTIN,1010,RETIRO,COMUNA 1,1004,C1004AAV,"-5,837,438,574","-345,959,187"
2011,9034,Barroco,Fundacion Del Cine,Estudiantes,22/9/2011,22/09/2011,SAN MARTIN 1035,SAN MARTIN,1035,RETIRO,COMUNA 1,1004,C1004AAU,"-5,837,432,853","-3,459,547,882"
2014,9035,Reebok,Labhouse S.A.,Cine Publicitario,26/4/2014,26/04/2014,SAN MARTIN 1035,SAN MARTIN,1035,RETIRO,COMUNA 1,1004,C1004AAU,"-5,837,432,853","-3,459,547,882"
2015,9036,Rucucu 2,Lnd Srl,Cine Publicitario,4/11/2015,04/11/2015,SAN MARTIN 1050,SAN MARTIN,1050,RETIRO,COMUNA 1,1004,C1004AAV,"-5,837,438,854","-3,459,587,179"
2014,9037,Frontline,Jacaranda Films S.A.,Cine Publicitario,5/2/2014,05/02/2014,SAN MARTIN 1051,SAN MARTIN,1051,RETIRO,COMUNA 1,1004,C1004AAU,"-583,743,329","-3,459,548,344"
2015,9038,Gcba,Nunchaku Cine Srl,Cine Publicitario,21/8/2015,21/08/2015,SAN MARTIN 1051,SAN MARTIN,1051,RETIRO,COMUNA 1,1004,C1004AAU,"-583,743,329","-3,459,548,344"
2015,9039,"Francisco, La Pelicula",Pampa Films Sa,Largometraje Nacional,23/1/2015,23/01/2015,SAN MARTIN 11,SAN MARTIN,11,SAN NICOLÁS,COMUNA 1,1004,C1004AAA,"-5,837,355,171","-3,460,772,367"
2013,9040,Cuervos,Turbo Trueno Sa,Cine Publicitario,14/12/2013,14/12/2013,SAN MARTIN 110,SAN MARTIN,110,SAN NICOLÁS,COMUNA 1,1004,C1004AAD,"-5,837,370,253","-3,460,660,327"
2012,9041,Cheestrings,Nunchaku Cine Srl,Cine Publicitario,25/2/2012,25/02/2012,SAN MARTIN 1109,SAN MARTIN,1109,RETIRO,COMUNA 1,1004,C1004AAW,"-5,837,437,481","-3,459,492,409"
2012,9042,Cheestrings,Nunchaku Cine Srl,Cine Publicitario,26/2/2012,26/02/2012,SAN MARTIN 1109,SAN MARTIN,1109,RETIRO,COMUNA 1,1004,C1004AAW,"-5,837,437,481","-3,459,492,409"
2011,9043,Running,14 Al Centro Sa,Cine Publicitario,3/12/2011,03/12/2011,SAN MARTIN 1129,SAN MARTIN,1129,RETIRO,COMUNA 1,1004,C1004AAW,"-583,743,662","-3,459,468,772"
2011,9044,Historias,23 S.A.,Cine Publicitario,22/5/2011,22/05/2011,SAN MARTIN 1145,SAN MARTIN,1145,RETIRO,COMUNA 1,1004,C1004AAW,"-5,837,425,585","-3,459,429,858"
2014,9045,Rosseta Stone,23 S.A.,Cine Publicitario,1/8/2014,01/08/2014,SAN MARTIN 1165,SAN MARTIN,1165,RETIRO,COMUNA 1,1004,C1004AAW,"-5,837,406,836","-3,459,401,604"
2011,9046,Philips,Goodgate Sa,Cine Publicitario,16/4/2011,16/04/2011,SAN MARTIN 120,SAN MARTIN,120,SAN NICOLÁS,COMUNA 1,1004,C1004AAD,"-5,837,370,253","-3,460,660,327"
2011,9047,Mc Donalds,Onyx Films Sa,Cine Publicitario,22/8/2011,22/08/2011,SAN MARTIN 1201,SAN MARTIN,1201,RETIRO,COMUNA 1,1104,C1104AKC,"-5,837,367,468","-3,459,354,856"
2011,9048,Heineken,Republicana De Cine Sa,Cine Publicitario,31/1/2011,31/01/2011,SAN MARTIN 1225,SAN MARTIN,1225,RETIRO,COMUNA 1,1104,C1104AKC,"-5,837,319,171","-3,459,296,256"
2015,9645,Mis Noches Sin Ti,Valga Srl,Programa Televisivo,23/4/2015,23/04/2015,SUPERI 1949,SUPERI,1949,BELGRANO,COMUNA 13,1430,C1430FDC,"-5,846,528,703","-3,456,924,194"
2012,9050,A Grande Familia,Orbit Producciones Sa,Cine Publicitario,24/3/2012,24/03/2012,SAN MARTIN 170,SAN MARTIN,170,SAN NICOLÁS,COMUNA 1,1004,C1004AAD,"-5,837,372,867","-3,460,614,986"
2015,9646,Mis Noches Sin Ti,Valga Srl,Programa Televisivo,29/4/2015,29/04/2015,SUPERI 1949,SUPERI,1949,BELGRANO,COMUNA 13,1430,C1430FDC,"-5,846,528,703","-3,456,924,194"
2015,9647,Mis Noches Sin Ti,Valga Srl,Programa Televisivo,4/5/2015,04/05/2015,SUPERI 1949,SUPERI,1949,BELGRANO,COMUNA 13,1430,C1430FDC,"-5,846,528,703","-3,456,924,194"
2014,9053,Un Tango Mas,Monogatari Films Srl,Documental,24/6/2014,24/06/2014,SAN MARTIN 170,SAN MARTIN,170,SAN NICOLÁS,COMUNA 1,1004,C1004AAD,"-5,837,372,867","-3,460,614,986"
2014,9054,Got Milk,Rebolucion S.A.,Cine Publicitario,20/6/2014,20/06/2014,SAN MARTIN 201,SAN MARTIN,201,SAN NICOLÁS,COMUNA 1,1004,C1004AAE,"-5,837,369,272","-3,460,542,395"
2011,9055,Decathlon,Producciones Svb Sa,Cine Publicitario,23/1/2011,23/01/2011,SAN MARTIN 225,SAN MARTIN,225,SAN NICOLÁS,COMUNA 1,1004,C1004AAE,"-5,837,369,331","-346,054,264"
2014,9056,Eni. Logo Nuevo,Primo Audiovisual S.R.L.,Cine Publicitario,15/3/2014,15/03/2014,SAN MARTIN 240,SAN MARTIN,240,SAN NICOLÁS,COMUNA 1,1004,C1004AAF,"-5,837,378,483","-3,460,517,524"
2011,9057,Postbank,Clasica Productora Sa,Cine Publicitario,17/1/2011,17/01/2011,SAN MARTIN 297,SAN MARTIN,297,SAN NICOLÁS,COMUNA 1,1004,C1004AAE,"-5,837,374,637","-3,460,465,071"
2013,9058,Cristina,23 S.A.,Cine Publicitario,11/10/2013,11/10/2013,SAN MARTIN 350,SAN MARTIN,350,SAN NICOLÁS,COMUNA 1,1004,C1004AAH,"-5,837,385,942","-3,460,383,581"
2011,9059,Philips,Goodgate Sa,Cine Publicitario,16/4/2011,16/04/2011,SAN MARTIN 450,SAN MARTIN,450,SAN NICOLÁS,COMUNA 1,1004,C1004AAJ,"-5,837,391,686","-3,460,276,829"
2011,9060,Nokia Tyres,Huinca Cine Sa,Cine Publicitario,8/1/2011,08/01/2011,SAN MARTIN 457,SAN MARTIN,457,SAN NICOLÁS,COMUNA 1,1004,C1004AAI,"-5,837,384,997","-3,460,269,187"
2012,9061,Ford Fiesta,Sergio Teubal,Cine Publicitario,19/11/2012,19/11/2012,SAN MARTIN 478,SAN MARTIN,478,SAN NICOLÁS,COMUNA 1,1004,C1004AAJ,"-583,739,288","-3,460,251,646"
2015,9062,Cat Chow Que Hace Tu Gato Cuando Esta Solo?,I-real Srl,Cine Publicitario,3/8/2015,03/08/2015,SAN MARTIN 510,SAN MARTIN,510,SAN NICOLÁS,COMUNA 1,1004,C1004AAL,"-5,837,395,849","-3,460,197,858"
2014,9063,Miradas,Wtf Advertising Sa,Cine Publicitario,30/3/2014,30/03/2014,SAN MARTIN 700,SAN MARTIN,700,SAN NICOLÁS,COMUNA 1,1004,C1004AAN,"-5,837,412,263","-3,459,987,637"
2012,9064,Danone - Vidacol,Cru Films S.R.L.,Cine Publicitario,24/1/2012,24/01/2012,SAN MARTIN 701,SAN MARTIN,701,SAN NICOLÁS,COMUNA 1,1004,C1004AAO,"-5,837,405,823","-3,459,968,804"
2013,9065,Ford  Focus Parking Dog Food,Rebolucion S.A.,Cine Publicitario,26/7/2013,26/07/2013,SAN MARTIN 701,SAN MARTIN,701,SAN NICOLÁS,COMUNA 1,1004,C1004AAO,"-5,837,405,823","-3,459,968,804"
2014,9066,Honda I,Wtf Advertising Sa,Cine Publicitario,21/4/2014,21/04/2014,SAN MARTIN 776,SAN MARTIN,776,SAN NICOLÁS,COMUNA 1,1004,C1004AAP,"-5,837,421,516","-3,459,881,299"
2013,9067,Otto,Compañía Argentina De Películas Srl,Cine Publicitario,8/2/2013,08/02/2013,SAN MARTIN 776,SAN MARTIN,776,SAN NICOLÁS,COMUNA 1,1004,C1004AAP,"-5,837,421,516","-3,459,881,299"
2012,9068,Bhg Microondas,Primo Audiovisual S.R.L.,Cine Publicitario,3/11/2012,03/11/2012,SAN MARTIN 801,SAN MARTIN,801,RETIRO,COMUNA 1,1004,C1004AAQ,"-5,837,416,571","-3,459,852,401"
2014,9069,Eco Bicisendas,Rozca S.A.,Cine Publicitario,6/12/2014,06/12/2014,SAN MARTIN 801,SAN MARTIN,801,RETIRO,COMUNA 1,1004,C1004AAQ,"-5,837,416,571","-3,459,852,401"
2014,9070,Rexona,Rozca S.A.,Cine Publicitario,26/6/2014,26/06/2014,SAN MARTIN 801,SAN MARTIN,801,RETIRO,COMUNA 1,1004,C1004AAQ,"-5,837,416,571","-3,459,852,401"
2012,9071,Ojo / Varicela,Labhouse S.A.,Cine Publicitario,25/4/2012,25/04/2012,SAN MARTIN 815,SAN MARTIN,815,RETIRO,COMUNA 1,1004,C1004AAQ,"-5,837,417,548","-345,983,685"
2012,9072,Fotos,Huinca Cine Sa,Cine Publicitario,29/9/2012,29/09/2012,SAN MARTIN 851,SAN MARTIN,851,RETIRO,COMUNA 1,1004,C1004AAQ,"-5,837,420,426","-3,459,782,193"
2014,9073,Calle 13,PALERMO Films Sa,Video Clip,11/3/2014,11/03/2014,SAN MARTIN 901,SAN MARTIN,901,RETIRO,COMUNA 1,1004,C1004AAS,"-5,837,423,165","-3,459,732,712"
2015,9074,Directv Sedes,Rebolucion S.A.,Cine Publicitario,17/1/2015,17/01/2015,SAN MARTIN 924,SAN MARTIN,924,RETIRO,COMUNA 1,1004,C1004AAT,"-583,743,139","-3,459,708,891"
2014,9075,Antes Era Fácil,Ringo Buenos Aires Sa,Cine Publicitario,11/4/2014,11/04/2014,SAN MARTIN 979,SAN MARTIN,979,RETIRO,COMUNA 1,1004,C1004AAS,"-5,837,427,644","-3,459,654,594"
2014,9076,Como Un Signo,Feller Gabriel,Cortometraje,12/2/2014,12/02/2014,SAN MARTIN AV. 2377,SAN MARTIN AV.,2377,PATERNAL,COMUNA 15,1416,C1416CRL,"-584,610,868","-3,460,371,298"
2011,9077,El Rock De Tu Vida,Primo Audiovisual S.R.L.,Cine Publicitario,1/11/2011,01/11/2011,SAN MARTIN AV. 2485,SAN MARTIN AV.,2485,PATERNAL,COMUNA 15,1416,C1416CRM,"-5,846,208,966","-3,460,345,401"
2013,9078,El Inventor De Juegos,Pampa Films Sa,Largometraje Nacional,7/8/2013,07/08/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2013,9079,El Misterio De La Felicidad,Bdcine Srl,Largometraje Nacional,21/7/2013,21/07/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2013,9080,El Misterio De La Felicidad,Bdcine Srl,Largometraje Nacional,24/7/2013,24/07/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2013,9081,El Misterio De La Felicidad,Bdcine Srl,Largometraje Nacional,29/7/2013,29/07/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2013,9082,El Misterio De La Felicidad,Bdcine Srl,Largometraje Nacional,11/8/2013,11/08/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2013,9083,El Misterio De La Felicidad,Bdcine Srl,Largometraje Nacional,20/8/2013,20/08/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2013,9084,El Misterio De La Felicidad,Bdcine Srl,Largometraje Nacional,23/8/2013,23/08/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2013,9085,Gato Negro,Cinemagroup Srl,Largometraje Con I.N.C.A.A.,15/8/2013,15/08/2013,SAN MARTIN AV. 3300,SAN MARTIN AV.,3300,PATERNAL,COMUNA 15,1416,C1416CSU,"-5,847,012,039","-3,460,168,488"
2015,9648,Mis Noches Sin Ti,Valga Srl,Programa Televisivo,10/5/2015,10/05/2015,SUPERI 1949,SUPERI,1949,BELGRANO,COMUNA 13,1430,C1430FDC,"-5,846,528,703","-3,456,924,194"
