PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2016,11727,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,18/7/2016,18/07/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,11734,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,20/7/2016,20/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,12200,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,21/10/2016,21/10/2016,PINZON 90,PINZON,90,LA BOCA,COMUNA 4,1161,C1161ACB,"-5,835,518,571","-3,463,183,726"
2016,12201,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,DE MAYO AV. 825,DE MAYO AV.,825,MONSERRAT,COMUNA 1,1084,C1084AAD,"-5,837,812,907","-3,460,882,071"
2016,12202,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 615","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",615,SAN NICOLÁS,COMUNA 1,1035,C1035AAB,"-5,837,569,583","-3,460,673,176"
2016,12203,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,ESTADOS UNIDOS 299,ESTADOS UNIDOS,299,SAN TELMO,COMUNA 1,1101,C1101AAE,"-5,837,002,871","-3,461,838,509"
2016,12204,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,"VERA PEÃ‘ALOZA,  ROSARIO 650","VERA PEÃ‘ALOZA,  ROSARIO",650,PUERTO MADERO,COMUNA 1,1107,C1107CGN,"-5,835,898,465","-3,461,724,134"
2016,12205,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,DE MAYO AV. 1385,DE MAYO AV.,1385,MONSERRAT,COMUNA 1,1085,C1085ABD,"-5,838,604,668","-3,460,936,554"
2016,12206,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,RECONQUISTA 1025,RECONQUISTA,1025,RETIRO,COMUNA 1,1003,C1003ABU,"-5,837,316,541","-3,459,560,205"
2016,12207,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,CERRITO 450,CERRITO,450,SAN NICOLÁS,COMUNA 1,1010,C1010AAJ,"-5,838,219,373","-3,460,325,916"
2016,12208,Rapipago,B B & A Film & Marketing S.R.L.,Fotografía,21/10/2016,21/10/2016,"CALZADILLA, SANTIAGO 1301","CALZADILLA, SANTIAGO",1301,NÚÑEZ,COMUNA 13,1429,C1429ECA,"-5,846,254,476","-3,453,574,084"
2016,12209,Ichtus A La Plancha,Fundacion Del Cine,Estudiantes,21/10/2016,21/10/2016,BRASIL AV. 350,BRASIL AV.,350,SAN TELMO,COMUNA 1,1154,C1154AAD,"-5,836,973,662","-346,253,364"
2016,12210,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,"ALVEAR, MARCELO T. DE 365","ALVEAR, MARCELO T. DE",365,RETIRO,COMUNA 1,1058,C1058AAA,"-5,837,251,801","-3,459,610,228"
2016,12211,Plural,48m2 S.A.,Cine Publicitario,21/10/2016,21/10/2016,"CAFFARENA, AGUSTIN R. 51","CAFFARENA, AGUSTIN R.",51,LA BOCA,COMUNA 4,1157,C1157ADA,"-5,835,698,794","-3,462,960,415"
2016,12212,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,21/10/2016,21/10/2016,DON PEDRO DE MENDOZA AV. 251,DON PEDRO DE MENDOZA AV.,251,LA BOCA,COMUNA 4,1156,C1156ACC,"-5,835,976,476","-3,462,628,624"
2016,12213,Plural,48m2 S.A.,Cine Publicitario,22/10/2016,22/10/2016,CASEROS AV. 450,CASEROS AV.,450,BARRACAS,COMUNA 4,1152,C1152AAN,"-5,837,173,556","-3,462,677,226"
2016,12214,Plural,48m2 S.A.,Cine Publicitario,22/10/2016,22/10/2016,DE MAYO AV. 530,DE MAYO AV.,530,MONSERRAT,COMUNA 1,1084,C1084AAN,"-5,837,404,333","-3,460,862,326"
2016,12215,Plural,48m2 S.A.,Cine Publicitario,22/10/2016,22/10/2016,"YRIGOYEN, HIPOLITO 515","YRIGOYEN, HIPOLITO",515,MONSERRAT,COMUNA 1,1086,C1086AAG,"-5,837,389,996","-3,460,908,322"
2016,12216,Plural,48m2 S.A.,Cine Publicitario,22/10/2016,22/10/2016,LUZURIAGA 1245,LUZURIAGA,1245,BARRACAS,COMUNA 4,1279,C1279ADC,"-5,838,758,201","-346,491,795"
2016,12217,Plural,48m2 S.A.,Cine Publicitario,22/10/2016,22/10/2016,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 280","ARAOZ DE LAMADRID, GREGORIO, GRAL.",280,LA BOCA,COMUNA 4,1166,C1166AAD,"-5,835,613,419","-3,463,629,062"
2016,12218,Muros,Fundacion Del Cine,Estudiantes,22/10/2016,22/10/2016,"CALZADILLA, SANTIAGO 1301","CALZADILLA, SANTIAGO",1301,NÚÑEZ,COMUNA 13,1429,C1429ECA,"-5,846,254,476","-3,453,574,084"
2016,12219,Nuestra Mirada,Fundacion Del Cine,Estudiantes,22/10/2016,22/10/2016,BRASIL AV. 350,BRASIL AV.,350,SAN TELMO,COMUNA 1,1154,C1154AAD,"-5,836,973,662","-346,253,364"
2016,12220,La Jaula,Fundacion Del Cine,Estudiantes,22/10/2016,22/10/2016,"CALVO, CARLOS 21","CALVO, CARLOS",21,SAN TELMO,COMUNA 1,1102,C1102AAA,"-5,836,666,698","-3,461,921,069"
2016,11749,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,25/7/2016,25/07/2016,"OBLIGADO RAFAEL, AV.COSTANERA 7400","OBLIGADO RAFAEL, AV.COSTANERA",7400,BELGRANO,COMUNA 13,1428,C1428EIW,"-5,843,603,087","-3,454,267,652"
2016,12222,Voyage,Primo Audiovisual S.R.L.,Cine Publicitario,22/10/2016,22/10/2016,MAIPU AV. 1245,MAIPU AV.,1245,RETIRO,COMUNA 1,,,"-5,837,634,859","-3,459,378,134"
2016,12223,La Jaula,Fundacion Del Cine,Estudiantes,22/10/2016,22/10/2016,PASEO COLON AV. 717,PASEO COLON AV.,717,SAN TELMO,COMUNA 1,1063,C1063ACH,"-5,836,954,359","-3,461,625,982"
2016,12224,"La Caja Disfrutar""""",I-real Srl,Cine Publicitario,23/10/2016,23/10/2016,LA PAMPA 5,LA PAMPA,5,PALERMO,COMUNA 14,1428,C1428DYA,"-5,842,938,557","-3,455,101,628"
2016,12225,La Jaula,Fundacion Del Cine,Estudiantes,23/10/2016,23/10/2016,HUMBERTO 1 830,HUMBERTO 1,830,CONSTITUCIÓN,COMUNA 1,1103,C1103ACR,"-5,837,768,016","-3,462,091,164"
2016,12226,Fribology,Sake Srl,Cine Publicitario,23/10/2016,23/10/2016,CABELLO 3532,CABELLO,3532,PALERMO,COMUNA 14,1425,C1425APL,"-5,840,995,967","-3,458,099,383"
2016,11761,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,28/7/2016,28/07/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,12228,"La Caja Disfrutar""""",I-real Srl,Cine Publicitario,24/10/2016,24/10/2016,20 DE FEBRERO 5969,20 DE FEBRERO,5969,SAAVEDRA,COMUNA 12,1431,C1431BBG,"-5,850,341,067","-3,456,602,706"
2016,12229,"La Caja Disfrutar""""",I-real Srl,Cine Publicitario,24/10/2016,24/10/2016,AIZPURUA 3721,AIZPURUA,3721,SAAVEDRA,COMUNA 12,1431,C1431ESA,"-5,850,518,115","-3,456,573,386"
2016,12230,"La Caja Disfrutar""""",I-real Srl,Cine Publicitario,24/10/2016,24/10/2016,"YRURTIA, ROGELIO 6088","YRURTIA, ROGELIO",6088,SAAVEDRA,COMUNA 12,1431,C1431BJJ,"-5,850,471,671","-3,456,368,312"
2016,12231,Sedal - Summer,Huinca Cine Sa,Cine Publicitario,24/10/2016,24/10/2016,TORRENT 1141,TORRENT,1141,PARQUE CHAS,COMUNA 15,1427,C1427AVA,"-5,847,339,987","-3,458,456,167"
2016,11768,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,29/7/2016,29/07/2016,JURAMENTO 674,JURAMENTO,674,BELGRANO,COMUNA 13,1428,C1428DMB,"-584,384,716","-3,455,119,481"
2016,11777,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,2/8/2016,02/08/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,11782,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,4/8/2016,04/08/2016,IGUAZU 447,IGUAZU,447,PARQUE PATRICIOS,COMUNA 4,1437,C1437ETE,"-5,840,600,904","-3,464,287,056"
2016,12235,Unicenter,Oruga Films S.A.,Cine Publicitario,24/10/2016,24/10/2016,"ISABEL, INFANTA AV. 555","ISABEL, INFANTA AV.",555,PALERMO,COMUNA 14,,,"-5,842,116,494","-3,457,071,645"
2016,11785,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,5/8/2016,05/08/2016,IGUAZU 447,IGUAZU,447,PARQUE PATRICIOS,COMUNA 4,1437,C1437ETE,"-5,840,600,904","-3,464,287,056"
2016,12237,Esquinas,Akerman Stephen Arnold,Fotografía,25/10/2016,25/10/2016,"GELLY Y OBES, GRAL. AV. 2210","GELLY Y OBES, GRAL. AV.",2210,RECOLETA,COMUNA 2,1425,C1425EMB,"-5,839,726,633","-3,458,680,717"
2016,12238,Esquinas,Akerman Stephen Arnold,Fotografía,25/10/2016,25/10/2016,"CABRERA, JOSE A. 5100","CABRERA, JOSE A.",5100,PALERMO,COMUNA 14,1414,C1414BGR,"-5,843,303,734","-3,458,945,679"
2016,11796,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,8/8/2016,08/08/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,11799,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,8/8/2016,08/08/2016,PASCO 679,PASCO,679,BALVANERA,COMUNA 3,1219,C1219ABC,"-5,839,770,357","-3,461,703,166"
2016,11804,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,9/8/2016,09/08/2016,GORRITI 5822,GORRITI,5822,PALERMO,COMUNA 14,1414,C1414BKJ,"-5,843,964,353","-3,458,314,596"
2016,12242,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,26/10/2016,26/10/2016,QUERANDIES 4290,QUERANDIES,4290,ALMAGRO,COMUNA 5,1183,C1183AGB,"-5,842,667,735","-3,461,119,508"
2016,12243,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 525","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",525,SAN NICOLÁS,COMUNA 1,1035,C1035AAA,"-5,837,405,019","-3,460,758,527"
2016,12244,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,SAN LORENZO 335,SAN LORENZO,335,SAN TELMO,COMUNA 1,1064,C1064AFC,"-5,837,075,208","-3,461,658,745"
2016,12245,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,SARMIENTO AV. 4210,SARMIENTO AV.,4210,PALERMO,COMUNA 14,1425,C1425FHQ,"-5,841,123,831","-3,457,088,944"
2016,12246,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,"ARGUIBEL, ANDRES 2899","ARGUIBEL, ANDRES",2899,PALERMO,COMUNA 14,1426,C1426DKA,"-5,842,930,236","-3,457,178,396"
2016,12247,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,"RIVAROLA, RODOLFO, DR. 145","RIVAROLA, RODOLFO, DR.",145,SAN NICOLÁS,COMUNA 1,1015,C1015AAA,"-5,838,538,163","-3,460,708,061"
2016,12248,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,DON PEDRO DE MENDOZA AV. 1545,DON PEDRO DE MENDOZA AV.,1545,LA BOCA,COMUNA 4,1156,C1156ADC,"-5,835,665,151","-3,463,746,879"
2016,12249,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,5 DE JULIO 430,5 DE JULIO,430,MONSERRAT,COMUNA 1,1064,C1064ABB,"-5,837,116,055","-346,128,182"
2016,12250,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,FLORIDA 250,FLORIDA,250,SAN NICOLÁS,COMUNA 1,1005,C1005AAF,"-5,837,519,624","-3,460,513,099"
2016,12251,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,DEL LIBERTADOR AV. 50,DEL LIBERTADOR AV.,50,RETIRO,COMUNA 1,1001,C1001ABN,"-5,837,480,976","-3,459,327,286"
2016,12252,Plural,48m2 S.A.,Cine Publicitario,26/10/2016,26/10/2016,CORRIENTES AV. 1050,CORRIENTES AV.,1050,SAN NICOLÁS,COMUNA 1,1043,C1043AAX,"-5,838,150,123","-3,460,359,508"
2016,11806,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,10/8/2016,10/08/2016,"CASTILLA, RAMON, MARISCAL 2801","CASTILLA, RAMON, MARISCAL",2801,PALERMO,COMUNA 14,1425,C1425DZC,"-5,840,099,413","-3,458,101,882"
2016,11809,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,10/8/2016,10/08/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,11810,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,11/8/2016,11/08/2016,GORRITI 5822,GORRITI,5822,PALERMO,COMUNA 14,1414,C1414BKJ,"-5,843,964,353","-3,458,314,596"
2016,12256,La Cordillera,Capital Intelectual S.A.,Largometraje Nacional,28/10/2016,28/10/2016,"GUEMES, MACACHA 351","GUEMES, MACACHA",351,PUERTO MADERO,COMUNA 1,1106,C1106BKG,"-5,836,355,047","-3,460,518,138"
2016,12257,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,28/10/2016,28/10/2016,ECHEVERRIA 1282,ECHEVERRIA,1282,BELGRANO,COMUNA 13,1428,C1428DQN,"-5,844,448,944","-3,455,626,464"
2016,12258,La Cordillera,Capital Intelectual S.A.,Largometraje Nacional,29/10/2016,29/10/2016,CERRITO 850,CERRITO,850,RETIRO,COMUNA 1,1010,C1010AAR,"-5,838,263,587","-3,459,847,232"
2016,12259,Reciclaje,Ladoblea S.A.,Cine Publicitario,29/10/2016,29/10/2016,LOS PATOS 3082,LOS PATOS,3082,PARQUE PATRICIOS,COMUNA 4,1437,C1437JAJ,"-5,840,602,451","-3,464,124,786"
2016,12260,"Lucha Contra El Cancer""""",Proteina Pura S.A.,Cine Publicitario,29/10/2016,29/10/2016,BRASIL 900,BRASIL,900,CONSTITUCIÓN,COMUNA 1,1154,C1154AAN,"-5,837,714,707","-3,462,680,669"
2016,12261,"Lucha Contra El Cancer""""",Proteina Pura S.A.,Cine Publicitario,29/10/2016,29/10/2016,DE LOS CONSTITUYENTES AV. 5500,DE LOS CONSTITUYENTES AV.,5500,VILLA PUEYRREDÓN,COMUNA 12,1431,C1431EZS,"-5,850,066,208","-3,457,540,045"
2016,11815,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,12/8/2016,12/08/2016,JURAMENTO 674,JURAMENTO,674,BELGRANO,COMUNA 13,1428,C1428DMB,"-584,384,716","-3,455,119,481"
2016,12263,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,30/10/2016,30/10/2016,"FREIRE, RAMON, CAP. GRAL. 4584","FREIRE, RAMON, CAP. GRAL.",4584,SAAVEDRA,COMUNA 12,1429,C1429ATH,"-5,848,194,365","-3,454,559,566"
2016,12264,Roma,Fundacion Del Cine,Estudiantes,30/10/2016,30/10/2016,CABILDO AV. 2702,CABILDO AV.,2702,BELGRANO,COMUNA 13,1428,C1428AAW,"-5,846,155,574","-345,567,513"
2016,12265,Sonrisas,Schaffer Y Clerici Sh,Cine Publicitario,30/10/2016,30/10/2016,"MARTINEZ, ENRIQUE, GRAL. 2041","MARTINEZ, ENRIQUE, GRAL.",2041,BELGRANO,COMUNA 13,1430,C1430EWE,"-5,846,802,656","-3,456,976,053"
2016,12266,Mariel Espera,Wap Sa,Largometraje Con I.N.C.A.A.,30/10/2016,30/10/2016,AREVALO 2024,AREVALO,2024,PALERMO,COMUNA 14,1414,C1414CQP,"-5,843,735,543","-3,457,819,686"
2016,12267,Tita De Buenos Aires,Buenos Aires Producciones Sa,Largometraje Nacional,30/10/2016,30/10/2016,DE MAYO AV. 1152,DE MAYO AV.,1152,MONSERRAT,COMUNA 1,1085,C1085ABO,"-5,838,273,799","-3,460,921,655"
2016,11819,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,17/8/2016,17/08/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,11833,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,19/8/2016,19/08/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,12270,Mariel Espera,Wap Sa,Largometraje Con I.N.C.A.A.,31/10/2016,31/10/2016,SOLER 6065,SOLER,6065,PALERMO,COMUNA 14,1425,C1425BYO,"-584,372,304","-345,771,277"
2016,12271,Mariel Espera,Wap Sa,Largometraje Con I.N.C.A.A.,31/10/2016,31/10/2016,"FREYRE, MARCELINO E., CNEL. AV. 3681","FREYRE, MARCELINO E., CNEL. AV.",3681,PALERMO,COMUNA 14,,,"-5,842,029,587","-3,456,932,398"
2016,12272,Tita De Buenos Aires,Buenos Aires Producciones Sa,Largometraje Nacional,31/10/2016,31/10/2016,SANTA FE AV. 750,SANTA FE AV.,750,RETIRO,COMUNA 1,1059,C1059ABO,"-5,837,733,098","-3,459,555,568"
2016,11877,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,26/8/2016,26/08/2016,GIRIBONE 1664,GIRIBONE,1664,VILLA ORTÚZAR,COMUNA 15,1427,C1427CAZ,"-584,655,956","-3,457,955,215"
2016,12274,Pacto Emprendedor,Posibl Sa,Institucionales,1/11/2016,01/11/2016,ALGARROBO 1041,ALGARROBO,1041,BARRACAS,COMUNA 4,1293,C1293ABA,"-5,837,934,146","-3,465,475,139"
2016,12275,Tita De Buenos Aires,Buenos Aires Producciones Sa,Largometraje Nacional,1/11/2016,01/11/2016,AGUERO 2602,AGUERO,2602,RECOLETA,COMUNA 2,1425,C1425EID,"-5,839,698,794","-3,458,415,339"
2016,12276,Mariel Espera,Wap Sa,Largometraje Con I.N.C.A.A.,1/11/2016,01/11/2016,"TORNQUIST, ERNESTO AV. 6400","TORNQUIST, ERNESTO AV.",6400,PALERMO,COMUNA 14,1426,C1426CDA,"-5,843,539,516","-3,455,528,306"
2016,12277,Tita De Buenos Aires,Buenos Aires Producciones Sa,Largometraje Nacional,1/11/2016,01/11/2016,HUMBERTO 1 281,HUMBERTO 1,281,SAN TELMO,COMUNA 1,1103,C1103ACE,"-5,836,970,199","-3,462,060,998"
2016,12278,Mariel Espera,Wap Sa,Largometraje Con I.N.C.A.A.,1/11/2016,01/11/2016,BOYACA 1553,BOYACA,1553,VILLA GRAL. MITRE,COMUNA 11,1416,C1416AAI,"-5,846,744,708","-3,461,173,333"
2016,11881,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,29/8/2016,29/08/2016,GIRIBONE 1664,GIRIBONE,1664,VILLA ORTÚZAR,COMUNA 15,1427,C1427CAZ,"-584,655,956","-3,457,955,215"
2016,11882,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,30/8/2016,30/08/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,11894,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,31/8/2016,31/08/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,12282,Renault Capture,El Santuario S.R.L.,Fotografía,2/11/2016,02/11/2016,"CARRANZA, ANGEL JUSTINIANO 1701","CARRANZA, ANGEL JUSTINIANO",1701,PALERMO,COMUNA 14,1414,C1414COS,"-584,382,419","-3,458,251,117"
2016,12283,Callia Recetas,Lnd Srl,Cine Publicitario,2/11/2016,02/11/2016,MALABIA 1841,MALABIA,1841,PALERMO,COMUNA 14,1414,C1414DMK,"-5,842,459,302","-345,892,095"
2016,12284,Renault Capture,El Santuario S.R.L.,Fotografía,2/11/2016,02/11/2016,HONDURAS 4900,HONDURAS,4900,PALERMO,COMUNA 14,1414,C1414BMN,"-5,842,913,999","-3,458,946,889"
2016,12285,Burbujas,Ladoblea S.A.,Cine Publicitario,4/11/2016,04/11/2016,MAIPU 972,MAIPU,972,RETIRO,COMUNA 1,1006,C1006ACN,"-5,837,698,669","-3,459,665,803"
2016,12286,Asi,Fly Films Sa,Cine Publicitario,4/11/2016,04/11/2016,MATURIN 2221,MATURIN,2221,PATERNAL,COMUNA 15,1416,C1416CTC,"-584,575,179","-3,460,065,782"
2016,12287,Jaque Mate,Fundacion Del Cine,Estudiantes,4/11/2016,04/11/2016,ZAVALIA 2045,ZAVALIA,2045,BELGRANO,COMUNA 13,1428,C1428AKC,"-5,845,103,237","-3,455,949,225"
2016,11902,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,1/9/2016,01/09/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,12289,El Último Hombre (numb),Cinema 7 Films Sa,Largometraje,4/11/2016,04/11/2016,SOLDADO DE LA FRONTERA AV. 4951,SOLDADO DE LA FRONTERA AV.,4951,VILLA LUGANO,COMUNA 8,1439,C1439FPA,"-5,846,605,083","-3,468,284,421"
2016,12290,Burbujas,Ladoblea S.A.,Cine Publicitario,4/11/2016,04/11/2016,PINZON 1480,PINZON,1480,BARRACAS,COMUNA 4,1287,C1287ACF,"-5,837,235,074","-3,463,690,226"
2016,12291,7up Social Alerts,Cine Publicitario S.R.L.,Cine Publicitario,4/11/2016,04/11/2016,CRUCERO GRAL. BELGRANO 1201,CRUCERO GRAL. BELGRANO,1201,RETIRO,COMUNA 1,1006,C1006ABA,"-5,837,674,673","-3,459,455,403"
2016,12292,Asi,Fly Films Sa,Cine Publicitario,4/11/2016,04/11/2016,BUCAREST 1397,BUCAREST,1397,PARQUE CHAS,COMUNA 15,1431,C1431EPA,"-5,848,485,937","-3,458,801,355"
2016,12293,Uasi Doradas,Fundacion Del Cine,Estudiantes,5/11/2016,05/11/2016,"GIUFFRA, JOSE M.,DR. 330","GIUFFRA, JOSE M.,DR.",330,SAN TELMO,COMUNA 1,1064,C1064ADD,"-5,837,064,066","-3,461,783,757"
2016,12294,7up Social Alerts,Cine Publicitario S.R.L.,Cine Publicitario,5/11/2016,05/11/2016,"ALVEAR, MARCELO T. DE 684","ALVEAR, MARCELO T. DE",684,RETIRO,COMUNA 1,1058,C1058AAH,"-5,837,655,162","-3,459,630,061"
2016,12295,Latam,Insomnia Films De Pineles G Y Nanton A Sh,Fotografía,5/11/2016,05/11/2016,"FIGUEROA ALCORTA, PRES. AV. 2201","FIGUEROA ALCORTA, PRES. AV.",2201,RECOLETA,COMUNA 2,1425,C1425CKB,"-5,839,173,697","-345,835,794"
2016,12296,Latam,Insomnia Films De Pineles G Y Nanton A Sh,Fotografía,5/11/2016,05/11/2016,"OBLIGADO RAFAEL, AV.COSTANERA 4501","OBLIGADO RAFAEL, AV.COSTANERA",4501,PALERMO,COMUNA 14,1428,,"-5,841,379,188","-3,455,606,244"
2016,12297,Latam,Insomnia Films De Pineles G Y Nanton A Sh,Fotografía,5/11/2016,05/11/2016,GALILEO 2431,GALILEO,2431,RECOLETA,COMUNA 2,1425,C1425EJA,"-5,839,804,637","-3,458,564,524"
2016,11910,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,2/9/2016,02/09/2016,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,11924,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,5/9/2016,05/09/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,12300,Latam,Insomnia Films De Pineles G Y Nanton A Sh,Fotografía,6/11/2016,06/11/2016,DEL LIBERTADOR AV. 100,DEL LIBERTADOR AV.,100,RETIRO,COMUNA 1,1001,C1001ABN,"-5,837,550,246","-3,459,288,477"
2016,12301,Irrealismo Magico,Fundacion Novum,Estudiantes,6/11/2016,06/11/2016,CORDOBA AV. 2300,CORDOBA AV.,2300,BALVANERA,COMUNA 3,1120,C1120AAR,"-5,839,970,725","-3,459,972,765"
2016,12302,Renault,La Mirona S.R.L.,Fotografía,6/11/2016,06/11/2016,GURRUCHAGA 1615,GURRUCHAGA,1615,PALERMO,COMUNA 14,1414,C1414DIG,"-5,842,897,018","-3,458,923,719"
2016,12303,Mariel Espera,Wap Sa,Largometraje Con I.N.C.A.A.,7/11/2016,07/11/2016,"NEWBERY, JORGE AV. 3599","NEWBERY, JORGE AV.",3599,CHACARITA,COMUNA 15,1427,C1427EGB,"-5,844,926,099","-3,458,370,263"
2016,12304,Veredas,Enerc,Estudiantes,7/11/2016,07/11/2016,CUCHA CUCHA 2260,CUCHA CUCHA,2260,PATERNAL,COMUNA 15,1416,C1416CJX,"-5,846,002,794","-3,460,129,865"
2016,11925,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,5/9/2016,05/09/2016,JURAMENTO 641,JURAMENTO,641,BELGRANO,COMUNA 13,1428,C1428DMA,"-5,843,806,308","-3,455,095,179"
2016,12306,El Último Hombre (numb),Cinema 7 Films Sa,Largometraje,7/11/2016,07/11/2016,SOLDADO DE LA FRONTERA AV. 5210,SOLDADO DE LA FRONTERA AV.,5210,VILLA LUGANO,COMUNA 8,1439,C1439FPH,"-5,846,355,092","-3,468,500,125"
2016,12307,Renault Capture,El Santuario S.R.L.,Fotografía,7/11/2016,07/11/2016,HONDURAS 4900,HONDURAS,4900,PALERMO,COMUNA 14,1414,C1414BMN,"-5,842,913,999","-3,458,946,889"
2016,12308,Tarde,Enerc,Cortometraje,7/11/2016,07/11/2016,SAN LORENZO 326,SAN LORENZO,326,SAN TELMO,COMUNA 1,1064,C1064AFD,"-5,837,051,896","-3,461,663,988"
2016,12309,Tarde,Enerc,Cortometraje,7/11/2016,07/11/2016,PIEDRAS 1010,PIEDRAS,1010,SAN TELMO,COMUNA 1,1070,C1070AAV,"-5,837,723,267","-3,461,988,819"
